"No.","Time","Source","Destination","Protocol","Length","Info"
"7536","384.412850188","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"7537","384.412958912","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2346301 Win=10363 Len=0 TSval=4005112650 TSecr=1403607598"
"7538","384.720508090","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"7539","384.720655485","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2347723 Win=10363 Len=0 TSval=4005112958 TSecr=1403607862"
"7540","384.924846841","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"7541","384.924949358","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2349145 Win=10363 Len=0 TSval=4005113162 TSecr=1403608105"
"7621","385.337477563","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"7622","385.337541120","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2350567 Win=10363 Len=0 TSval=4005113575 TSecr=1403608346"
"7623","385.364550851","88.99.245.8","172.21.0.134","TCP","1434","443  >  52454 [ACK] Seq=2350567 Ack=1 Win=501 Len=1368 TSval=1403608587 TSecr=4005113162 [TCP segment of a reassembled PDU]"
"7624","385.364648998","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2351935 Win=10367 Len=0 TSval=4005113602 TSecr=1403608587"
"7625","385.364905445","88.99.245.8","172.21.0.134","TLSv1.2","120","Application Data"
"7626","385.364957820","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2351989 Win=10383 Len=0 TSval=4005113602 TSecr=1403608587"
"7657","385.453762652","88.99.245.8","172.21.0.134","TCP","1434","443  >  52454 [ACK] Seq=2351989 Ack=1 Win=501 Len=1368 TSval=1403608655 TSecr=4005113575 [TCP segment of a reassembled PDU]"
"7658","385.453849987","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2353357 Win=10373 Len=0 TSval=4005113691 TSecr=1403608655"
"7659","385.453900325","88.99.245.8","172.21.0.134","TLSv1.2","120","Application Data"
"7660","385.453917566","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2353411 Win=10373 Len=0 TSval=4005113691 TSecr=1403608655"
"7661","385.643782258","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"7662","385.643863925","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2354833 Win=10363 Len=0 TSval=4005113881 TSecr=1403608807"
"7663","385.848820161","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"7664","385.848928708","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2356255 Win=10363 Len=0 TSval=4005114086 TSecr=1403609068"
"7666","386.155458532","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"7667","386.155562349","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2357677 Win=10363 Len=0 TSval=4005114393 TSecr=1403609307"
"7670","386.360067358","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"7671","386.360143869","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2359099 Win=10363 Len=0 TSval=4005114597 TSecr=1403609542"
"7673","386.563219333","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"7674","386.563320892","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2360521 Win=10363 Len=0 TSval=4005114800 TSecr=1403609769"
"7675","386.870451197","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"7676","386.870554827","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2361943 Win=10363 Len=0 TSval=4005115108 TSecr=1403610031"
"7680","387.075385895","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"7681","387.075519227","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2363365 Win=10363 Len=0 TSval=4005115313 TSecr=1403610267"
"7683","387.280840918","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"7684","387.280922603","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2364787 Win=10363 Len=0 TSval=4005115518 TSecr=1403610507"
"7685","387.588450900","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"7686","387.588558267","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2366209 Win=10363 Len=0 TSval=4005115826 TSecr=1403610756"
"7687","387.792352764","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"7688","387.792480789","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2367631 Win=10363 Len=0 TSval=4005116030 TSecr=1403611012"
"7689","388.099217422","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"7690","388.099311210","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2369053 Win=10363 Len=0 TSval=4005116336 TSecr=1403611248"
"7691","388.304355179","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"7692","388.304487352","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2370475 Win=10363 Len=0 TSval=4005116542 TSecr=1403611479"
"7693","388.509464864","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"7694","388.509571140","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2371897 Win=10363 Len=0 TSval=4005116747 TSecr=1403611729"
"7695","388.816289949","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"7696","388.816411176","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2373319 Win=10363 Len=0 TSval=4005117053 TSecr=1403611961"
"7697","389.021050483","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"7698","389.021172223","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2374741 Win=10363 Len=0 TSval=4005117258 TSecr=1403612200"
"7699","389.328399127","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"7700","389.328528063","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2376163 Win=10363 Len=0 TSval=4005117566 TSecr=1403612422"
"7701","389.532876030","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"7702","389.532981691","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2377585 Win=10363 Len=0 TSval=4005117770 TSecr=1403612675"
"7704","389.737761428","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"7705","389.737868328","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2379007 Win=10363 Len=0 TSval=4005117975 TSecr=1403612926"
"7706","390.052885724","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"7707","390.052987636","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2380429 Win=10363 Len=0 TSval=4005118290 TSecr=1403613153"
"7708","390.251930830","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"7709","390.252037867","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2381851 Win=10363 Len=0 TSval=4005118489 TSecr=1403613435"
"7710","390.454483734","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"7711","390.454567482","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2383273 Win=10363 Len=0 TSval=4005118692 TSecr=1403613670"
"7712","390.761825895","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"7713","390.761931007","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2384695 Win=10363 Len=0 TSval=4005118999 TSecr=1403613886"
"7717","390.967175292","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"7718","390.967268688","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2386117 Win=10363 Len=0 TSval=4005119204 TSecr=1403614154"
"7719","391.171329934","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"7720","391.171447037","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2387539 Win=10363 Len=0 TSval=4005119408 TSecr=1403614361"
"7723","391.478378328","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"7724","391.478474183","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2388961 Win=10363 Len=0 TSval=4005119716 TSecr=1403614637"
"7726","391.684213981","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"7727","391.684352307","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2390383 Win=10363 Len=0 TSval=4005119921 TSecr=1403614888"
"7728","391.991688463","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"7729","391.991688922","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"7730","391.991773280","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2391805 Win=10363 Len=0 TSval=4005120229 TSecr=1403615128"
"7731","391.991814576","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2393227 Win=10352 Len=0 TSval=4005120229 TSecr=1403615171"
"7734","392.195702853","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"7735","392.195805342","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2394649 Win=10363 Len=0 TSval=4005120433 TSecr=1403615338"
"7738","392.401565152","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"7739","392.401656343","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2396071 Win=10363 Len=0 TSval=4005120639 TSecr=1403615591"
"7742","392.605944580","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"7743","392.606038620","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2397493 Win=10363 Len=0 TSval=4005120843 TSecr=1403615805"
"7745","392.912669966","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"7746","392.912764052","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2398915 Win=10363 Len=0 TSval=4005121150 TSecr=1403616081"
"7748","393.117871730","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"7749","393.117961948","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2400337 Win=10363 Len=0 TSval=4005121355 TSecr=1403616321"
"7751","393.429354617","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"7752","393.429489337","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2401759 Win=10363 Len=0 TSval=4005121667 TSecr=1403616582"
"7753","393.629573798","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"7754","393.629686069","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2403181 Win=10363 Len=0 TSval=4005121867 TSecr=1403616813"
"7756","393.834591353","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"7757","393.834666263","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2404603 Win=10363 Len=0 TSval=4005122072 TSecr=1403617052"
"7762","394.141012949","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"7763","394.141107692","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2406025 Win=10363 Len=0 TSval=4005122378 TSecr=1403617287"
"7767","394.346587028","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"7768","394.346729733","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2407447 Win=10363 Len=0 TSval=4005122584 TSecr=1403617535"
"7770","394.653195619","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"7771","394.653298824","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2408869 Win=10363 Len=0 TSval=4005122890 TSecr=1403617792"
"7773","394.859031367","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"7774","394.859140868","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2410291 Win=10363 Len=0 TSval=4005123096 TSecr=1403618056"
"7776","395.166610710","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"7777","395.166685544","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2411713 Win=10363 Len=0 TSval=4005123404 TSecr=1403618306"
"7779","395.370504014","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"7780","395.370590094","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2413135 Win=10363 Len=0 TSval=4005123608 TSecr=1403618542"
"7785","395.553881505","88.99.245.8","172.21.0.134","TCP","1434","443  >  52454 [ACK] Seq=2413135 Ack=1 Win=501 Len=1368 TSval=1403618795 TSecr=4005123608 [TCP segment of a reassembled PDU]"
"7786","395.553951725","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2414503 Win=10367 Len=0 TSval=4005123791 TSecr=1403618795"
"7787","395.554938698","88.99.245.8","172.21.0.134","TLSv1.2","120","Application Data"
"7788","395.554991699","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2414557 Win=10383 Len=0 TSval=4005123792 TSecr=1403618795"
"7791","395.883537162","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"7792","395.883635805","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2415979 Win=10372 Len=0 TSval=4005124121 TSecr=1403619038"
"7793","396.086497768","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"7794","396.086610931","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2417401 Win=10363 Len=0 TSval=4005124324 TSecr=1403619272"
"7795","396.291227253","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"7796","396.291327740","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2418823 Win=10363 Len=0 TSval=4005124528 TSecr=1403619507"
"7799","396.576180824","88.99.245.8","172.21.0.134","TCP","1434","443  >  52454 [ACK] Seq=2418823 Ack=1 Win=501 Len=1368 TSval=1403619753 TSecr=4005124528 [TCP segment of a reassembled PDU]"
"7800","396.576298646","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2420191 Win=10367 Len=0 TSval=4005124813 TSecr=1403619753"
"7801","396.579055320","88.99.245.8","172.21.0.134","TLSv1.2","120","Application Data"
"7802","396.579131474","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2420245 Win=10383 Len=0 TSval=4005124816 TSecr=1403619753"
"7805","396.803451193","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"7806","396.803550580","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2421667 Win=10372 Len=0 TSval=4005125041 TSecr=1403619992"
"7968","397.418567084","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"7969","397.418567184","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"7970","397.418567286","88.99.245.8","172.21.0.134","TCP","120","[TCP Retransmission] 443  >  52454 [PSH, ACK] Seq=2424457 Ack=1 Win=501 Len=54 TSval=1403620569 TSecr=4005125041"
"7971","397.418721109","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2423089 Win=10363 Len=0 TSval=4005125656 TSecr=1403620232"
"7972","397.418790158","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2424511 Win=10352 Len=0 TSval=4005125656 TSecr=1403620455"
"7973","397.418816780","172.21.0.134","88.99.245.8","TCP","78","[TCP Dup ACK 7972#1] 52454  >  443 [ACK] Seq=1 Ack=2424511 Win=10352 Len=0 TSval=4005125656 TSecr=1403620569 SLE=2424457 SRE=2424511"
"7974","397.449015842","88.99.245.8","172.21.0.134","TCP","1434","443  >  52454 [ACK] Seq=2424511 Ack=1 Win=501 Len=1368 TSval=1403620692 TSecr=4005125041 [TCP segment of a reassembled PDU]"
"7975","397.449097758","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2425879 Win=10367 Len=0 TSval=4005125686 TSecr=1403620692"
"7976","397.454623712","88.99.245.8","172.21.0.134","TLSv1.2","120","Application Data"
"7977","397.454676208","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2425933 Win=10383 Len=0 TSval=4005125692 TSecr=1403620736"
"7978","397.726494809","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"7979","397.726609921","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2427355 Win=10372 Len=0 TSval=4005125964 TSecr=1403620939"
"7983","398.032015780","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"7984","398.032120097","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2428777 Win=10363 Len=0 TSval=4005126269 TSecr=1403621187"
"7986","398.237656362","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"7987","398.237757671","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2430199 Win=10363 Len=0 TSval=4005126475 TSecr=1403621422"
"7989","398.544909706","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"7990","398.544910380","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"7991","398.545022435","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2431621 Win=10363 Len=0 TSval=4005126782 TSecr=1403621676"
"7992","398.545085153","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2433043 Win=10352 Len=0 TSval=4005126782 TSecr=1403621711"
"7994","398.749027923","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"7995","398.749135033","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2434465 Win=10363 Len=0 TSval=4005126986 TSecr=1403621905"
"7997","398.954687486","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"7998","398.954778273","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2435887 Win=10363 Len=0 TSval=4005127192 TSecr=1403622167"
"8001","399.262139107","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"8002","399.262217774","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2437309 Win=10363 Len=0 TSval=4005127499 TSecr=1403622403"
"8004","399.468326505","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"8005","399.468461187","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2438731 Win=10363 Len=0 TSval=4005127705 TSecr=1403622646"
"8006","399.671607037","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"8007","399.671702373","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2440153 Win=10363 Len=0 TSval=4005127909 TSecr=1403622882"
"8010","399.978927446","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"8011","399.979003363","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2441575 Win=10363 Len=0 TSval=4005128216 TSecr=1403623117"
"8014","400.183279237","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"8015","400.183379286","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2442997 Win=10363 Len=0 TSval=4005128420 TSecr=1403623346"
"8018","400.388377343","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"8019","400.388503292","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2444419 Win=10363 Len=0 TSval=4005128626 TSecr=1403623592"
"8026","400.603503401","88.99.245.8","172.21.0.134","TCP","1434","443  >  52454 [ACK] Seq=2444419 Ack=1 Win=501 Len=1368 TSval=1403623849 TSecr=4005128626 [TCP segment of a reassembled PDU]"
"8027","400.603608756","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2445787 Win=10367 Len=0 TSval=4005128841 TSecr=1403623849"
"8028","400.603670729","88.99.245.8","172.21.0.134","TLSv1.2","120","Application Data"
"8029","400.603694379","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2445841 Win=10367 Len=0 TSval=4005128841 TSecr=1403623849"
"8032","400.901368481","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"8034","400.901484140","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2447263 Win=10363 Len=0 TSval=4005129139 TSecr=1403624089"
"8041","401.107245825","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"8042","401.107340550","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2448685 Win=10363 Len=0 TSval=4005129344 TSecr=1403624316"
"8045","401.411909231","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"8046","401.412010659","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2450107 Win=10363 Len=0 TSval=4005129649 TSecr=1403624555"
"8048","401.616320560","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"8049","401.616451167","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2451529 Win=10363 Len=0 TSval=4005129853 TSecr=1403624791"
"8051","401.821116686","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"8052","401.821216002","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2452951 Win=10363 Len=0 TSval=4005130058 TSecr=1403625036"
"8056","402.128149374","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"8057","402.128260510","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2454373 Win=10363 Len=0 TSval=4005130365 TSecr=1403625292"
"8059","402.334316442","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"8060","402.334454980","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2455795 Win=10363 Len=0 TSval=4005130571 TSecr=1403625556"
"8062","402.640312600","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"8063","402.640408817","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2457217 Win=10363 Len=0 TSval=4005130877 TSecr=1403625770"
"8064","402.845097699","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"8065","402.845205507","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2458639 Win=10363 Len=0 TSval=4005131082 TSecr=1403626039"
"8069","403.153346431","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"8070","403.153473818","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2460061 Win=10363 Len=0 TSval=4005131390 TSecr=1403626284"
"8071","403.357036343","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"8072","403.357122891","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2461483 Win=10363 Len=0 TSval=4005131594 TSecr=1403626532"
"8074","403.562275140","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"8075","403.562339765","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2462905 Win=10363 Len=0 TSval=4005131799 TSecr=1403626785"
"8076","403.869064103","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"8077","403.869166738","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2464327 Win=10363 Len=0 TSval=4005132106 TSecr=1403627018"
"8079","404.073857024","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"8080","404.073964240","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2465749 Win=10363 Len=0 TSval=4005132311 TSecr=1403627257"
"8083","404.279322279","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"8084","404.279404297","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2467171 Win=10363 Len=0 TSval=4005132516 TSecr=1403627493"
"8087","404.585953547","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"8088","404.586075512","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2468593 Win=10363 Len=0 TSval=4005132823 TSecr=1403627727"
"8089","404.790655740","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"8090","404.790730552","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2470015 Win=10363 Len=0 TSval=4005133028 TSecr=1403627967"
"8091","404.824652507","88.99.245.8","172.21.0.134","TCP","1434","443  >  52454 [ACK] Seq=2470015 Ack=1 Win=501 Len=1368 TSval=1403628009 TSecr=4005132823 [TCP segment of a reassembled PDU]"
"8092","404.824739329","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2471383 Win=10367 Len=0 TSval=4005133062 TSecr=1403628009"
"8093","404.825723932","88.99.245.8","172.21.0.134","TLSv1.2","120","Application Data"
"8094","404.825785682","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2471437 Win=10383 Len=0 TSval=4005133063 TSecr=1403628009"
"8096","404.996395432","88.99.245.8","172.21.0.134","TLSv1.2","1488","Application Data"
"8097","404.996515840","172.21.0.134","88.99.245.8","TCP","66","52454  >  443 [ACK] Seq=1 Ack=2472859 Win=10372 Len=0 TSval=4005133234 TSecr=1403628175"
"8101","405.507788613","88.99.245.8","172.21.0.134","TLSv1.2","1488","[TCP Previous segment not captured] , Application Data"
"8102","405.507788768","88.99.245.8","172.21.0.134","TCP","120","[TCP Retransmission] 443  >  52454 [PSH, ACK] Seq=2475649 Ack=1 Win=501 Len=54 TSval=1403628781 TSecr=4005133234"
"8103","405.507857808","172.21.0.134","88.99.245.8","TCP","78","[TCP Dup ACK 8097#1] 52454  >  443 [ACK] Seq=1 Ack=2472859 Win=10372 Len=0 TSval=4005133745 TSecr=1403628175 SLE=2474281 SRE=2475703"
"8104","405.507903259","172.21.0.134","88.99.245.8","TCP","86","[TCP Dup ACK 8097#2] 52454  >  443 [ACK] Seq=1 Ack=2472859 Win=10372 Len=0 TSval=4005133745 TSecr=1403628175 SLE=2475649 SRE=2475703 SLE=2474281 SRE=2475703"
